mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,rms_mean,zcr_mean,filename,sr,duration_sec
-394.3877258300781,141.01734924316406,78.27574920654297,62.52342987060547,5.093875408172607,29.972333908081055,-9.07629680633545,35.96281051635742,3.056077718734741,13.795685768127441,-3.986630916595459,18.992462158203125,-8.147802352905273,23.586320877075195,-1.1117979288101196,13.165433883666992,-5.851551532745361,17.767333984375,2.418332576751709,6.852547645568848,-5.807411193847656,14.784918785095215,0.9871869087219238,7.202436447143555,0.6807810068130493,9.335471153259277,0.07199127972126007,0.04993454953457447,101415-3-0-2.wav,16000,3.0
-276.8129577636719,78.6785888671875,165.0737762451172,24.66200065612793,12.44852352142334,28.403179168701172,-49.94110107421875,31.679170608520508,-6.442587852478027,7.610658645629883,-25.60253143310547,10.774482727050781,-42.37649154663086,12.599597930908203,-32.08652114868164,9.187880516052246,-26.38813591003418,10.209732055664062,3.1465985774993896,12.058914184570312,-13.359455108642578,12.074657440185547,7.372715950012207,7.552163600921631,-12.518364906311035,10.507936477661133,0.11578842997550964,0.05760160405585106,101415-3-0-3.wav,16000,3.0
-373.1410827636719,143.45266723632812,71.29673767089844,54.417476654052734,2.810295820236206,27.10525131225586,-2.794804334640503,31.610233306884766,2.9270637035369873,12.235910415649414,-5.949722766876221,18.55413818359375,-10.258955955505371,22.421537399291992,-2.8229968547821045,14.767582893371582,-5.971067905426025,17.751005172729492,5.728689193725586,5.819039344787598,-1.90052330493927,11.31566333770752,-0.6956331729888916,9.011526107788086,-2.620635509490967,9.410465240478516,0.055665209889411926,0.0627908909574468,101415-3-0-8.wav,16000,3.0
-298.2601318359375,225.7601318359375,49.2832145690918,45.16797637939453,-29.376026153564453,30.48820686340332,-3.0573012828826904,18.281972885131836,-9.241610527038574,10.447153091430664,2.2620317935943604,5.6634345054626465,-2.554324150085449,6.017174243927002,5.715585231781006,6.815515041351318,1.5794906616210938,5.976155757904053,6.371269226074219,7.816561698913574,8.094934463500977,9.89703369140625,3.4781599044799805,7.365081787109375,1.3869553804397583,6.322441577911377,0.06505729258060455,0.08742831615691489,102106-3-0-0.wav,16000,3.0
-304.577392578125,182.1300048828125,108.57074737548828,51.29730224609375,24.60535430908203,24.36778450012207,10.135061264038086,9.094489097595215,-6.168921947479248,10.750596046447754,1.0055134296417236,6.195901870727539,0.2761859595775604,5.771667957305908,6.391040325164795,4.197074890136719,1.6998437643051147,4.742160320281982,1.6641926765441895,4.564112186431885,-2.28078293800354,6.074982643127441,6.247808456420898,4.2925567626953125,7.8404221534729,5.069742679595947,0.048910170793533325,0.0449478474069149,102305-6-0-0.wav,16000,3.0
-156.39649963378906,15.542174339294434,100.84219360351562,13.741283416748047,37.423057556152344,10.364046096801758,27.001630783081055,7.492917060852051,9.144181251525879,7.862846851348877,9.277161598205566,6.97756290435791,-2.1973915100097656,5.823197364807129,-0.16569429636001587,4.6614861488342285,-7.998014450073242,3.8266983032226562,-3.3101255893707275,3.6541950702667236,-7.728279113769531,3.3984012603759766,1.0373274087905884,3.7035675048828125,1.4365441799163818,5.135486602783203,0.10841198265552521,0.06729970079787234,102842-3-0-1.wav,16000,3.0
-50.71154022216797,23.26904296875,99.47728729248047,12.687957763671875,21.003480911254883,11.790424346923828,17.842437744140625,10.572351455688477,4.251401424407959,8.101469993591309,6.9324445724487305,5.985409259796143,-6.699775695800781,6.661424160003662,-1.7055636644363403,6.731181621551514,-2.177504777908325,5.144702911376953,6.320258140563965,5.027113914489746,0.009211406111717224,4.526569843292236,5.588900089263916,4.626553058624268,5.971142292022705,4.254428386688232,0.18485641479492188,0.07495636635638298,102842-3-1-0.wav,16000,3.0
-95.5333480834961,25.23497200012207,82.63321685791016,12.265031814575195,17.96175765991211,14.794903755187988,22.20248794555664,10.161593437194824,8.323546409606934,6.989524841308594,9.409550666809082,5.544954776763916,-2.3807532787323,7.391407012939453,2.9752132892608643,6.765695571899414,0.37689849734306335,7.13892126083374,5.982492446899414,4.748110771179199,-0.2782033681869507,4.261223793029785,7.820400238037109,4.410315990447998,5.175418853759766,5.090258598327637,0.10123001039028168,0.09880942486702128,102842-3-1-5.wav,16000,3.0
-112.60113525390625,25.644285202026367,80.37295532226562,14.503954887390137,16.910879135131836,14.34571361541748,19.297903060913086,10.835819244384766,6.1665544509887695,7.1705851554870605,8.56137466430664,6.748931407928467,-0.08689215779304504,7.177290439605713,3.78941011428833,6.473179340362549,-2.5028913021087646,6.237161636352539,5.752871990203857,4.4836039543151855,1.3504129648208618,4.669468402862549,7.731542587280273,4.724268436431885,5.087745189666748,4.748030662536621,0.08782882988452911,0.10443504820478723,102842-3-1-6.wav,16000,3.0
50.87303161621094,36.582603454589844,66.11717987060547,16.84954261779785,2.287137508392334,3.9414751529693604,11.217422485351562,4.3245697021484375,-12.218865394592285,3.950523853302002,10.227317810058594,4.04020357131958,-8.498895645141602,3.8556926250457764,9.99691104888916,3.627436399459839,-7.211842060089111,2.980116367340088,1.8530731201171875,3.9604251384735107,-3.667799234390259,3.780560255050659,3.5724539756774902,3.127513885498047,1.5352541208267212,3.654575824737549,0.20394431054592133,0.212890625,103074-7-0-0.wav,16000,3.0
